country,year,state,city,refugees
Eritrea,2015,Tennessee,Memphis,2
Eritrea,2015,Tennessee,Nashville,1
Eritrea,2015,Texas,Amarillo,5
Eritrea,2015,Texas,Arlington,2
Eritrea,2015,Texas,Austin,24
Eritrea,2015,Texas,Dallas,30
Eritrea,2015,Texas,Fort Worth,20
Eritrea,2015,Texas,Garland,5
Eritrea,2015,Texas,Houston,81
Eritrea,2015,Texas,San Antonio,8
Eritrea,2015,Utah,Logan,9
Eritrea,2015,Utah,Salt Lake City,30
Eritrea,2015,Virginia,Alexandria,3
Eritrea,2015,Virginia,Falls Church,1
Eritrea,2015,Virginia,Newport News,3
Eritrea,2015,Virginia,Richmond,7
Eritrea,2015,Virginia,Roanoke,4
Eritrea,2015,Washington,Everett,2
Eritrea,2015,Washington,Kent,11
Eritrea,2015,Washington,Lynnwood,5
Eritrea,2015,Washington,Seattle,74
Eritrea,2015,Washington,Spokane,1
Eritrea,2015,Washington,Tacoma,1
Eritrea,2015,Washington,Tukwila,2
Eritrea,2015,West Virginia,Moorefield,11
Eritrea,2015,Wisconsin,Milwaukee,8
Ethiopia,2015,Alabama,Guntersville,1
Ethiopia,2015,Alaska,Anchorage,2
Ethiopia,2015,Arizona,Glendale,4
Ethiopia,2015,Arizona,Phoenix,18
Ethiopia,2015,Arizona,Tucson,16
Ethiopia,2015,California,Oakland,2
Ethiopia,2015,California,San Diego,18
Ethiopia,2015,Colorado,Aurora,7
Ethiopia,2015,Colorado,Denver,11
Ethiopia,2015,Colorado,Greeley,4
Ethiopia,2015,Connecticut,Bridgeport,3
Ethiopia,2015,Connecticut,Hartford,1
Ethiopia,2015,Florida,Jacksonville,10
Ethiopia,2015,Florida,Orlando,4
Ethiopia,2015,Florida,Tampa,15
Ethiopia,2015,Georgia,Atlanta,24
Ethiopia,2015,Georgia,Avondale Estates,3
Ethiopia,2015,Georgia,Clarkston,11
Ethiopia,2015,Georgia,Norcross,3
Ethiopia,2015,Georgia,Stone Mountain,25
Ethiopia,2015,Idaho,Boise,2
Ethiopia,2015,Idaho,Twin Falls,9
Ethiopia,2015,Illinois,Chicago,13
Ethiopia,2015,Illinois,Rockford,1
Ethiopia,2015,Indiana,Indianapolis,9
Ethiopia,2015,Iowa,Ottumwa,1
Ethiopia,2015,Iowa,Sioux City,7
Ethiopia,2015,Kansas,Garden City,1
Ethiopia,2015,Kansas,Olathe,1
Ethiopia,2015,Kentucky,Louisville,3
Ethiopia,2015,Maine,Lewiston,6
Ethiopia,2015,Maine,Portland,3
Ethiopia,2015,Maryland,Baltimore,9
Ethiopia,2015,Maryland,Ellicott City,2
Ethiopia,2015,Maryland,Riverdale,6
Ethiopia,2015,Maryland,Silver Spring,19
Ethiopia,2015,Massachusetts,Boston,4
Ethiopia,2015,Massachusetts,Jamaica Plain,1
Ethiopia,2015,Massachusetts,Lynn,5
Ethiopia,2015,Massachusetts,South Boston,6
Ethiopia,2015,Massachusetts,Springfield,2
Ethiopia,2015,Massachusetts,West Springfield,5
Ethiopia,2015,Massachusetts,Worcester,10
Ethiopia,2015,Michigan,Grand Rapids,9
Ethiopia,2015,Michigan,Okemos,1
Ethiopia,2015,Minnesota,Austin,6
Ethiopia,2015,Minnesota,Brooklyn Park,4
Ethiopia,2015,Minnesota,Faribault,11
Ethiopia,2015,Minnesota,Fridley,4
Ethiopia,2015,Minnesota,Minneapolis,16
Ethiopia,2015,Minnesota,Mounds View,3
Ethiopia,2015,Minnesota,Saint  Paul,1
Ethiopia,2015,Minnesota,Saint Cloud,5
Ethiopia,2015,Minnesota,Saint Paul,7
Ethiopia,2015,Minnesota,Spring Lake Park,2
Ethiopia,2015,Minnesota,Willmar,4
Ethiopia,2015,Missouri,Columbia,4
Ethiopia,2015,Missouri,Kansas City,10
Ethiopia,2015,Missouri,Saint Louis,11
Ethiopia,2015,Nevada,Las Vegas,21
Ethiopia,2015,New Jersey,Jersey City,7
Ethiopia,2015,New York,Albany,1
Ethiopia,2015,New York,Buffalo,8
Ethiopia,2015,New York,Rochester,7
Ethiopia,2015,New York,Syracuse,5
Ethiopia,2015,North Carolina,Charlotte,4
Ethiopia,2015,North Carolina,Durham,16
Ethiopia,2015,North Carolina,Greensboro,13
Ethiopia,2015,North Carolina,Raleigh,3
Ethiopia,2015,North Dakota,Fargo,6
Ethiopia,2015,North Dakota,Grand Forks,4
Ethiopia,2015,Ohio,Blacklick,1
Ethiopia,2015,Ohio,Cleveland,6
Ethiopia,2015,Ohio,Columbus,18
Ethiopia,2015,Ohio,Dayton,7
Ethiopia,2015,Ohio,Lakewood,2
Ethiopia,2015,Oregon,Portland,11
Ethiopia,2015,Pennsylvania,Erie,18
Ethiopia,2015,Pennsylvania,Harrisburg,5
Ethiopia,2015,Pennsylvania,Lancaster,4
Ethiopia,2015,Pennsylvania,Philadelphia,11
Ethiopia,2015,Pennsylvania,Scranton,3
Ethiopia,2015,South Dakota,Sioux Falls,24
Ethiopia,2015,Tennessee,Memphis,5
Ethiopia,2015,Tennessee,Nashville,1
Ethiopia,2015,Texas,Austin,1
Ethiopia,2015,Texas,Dallas,1
Ethiopia,2015,Texas,Fort Worth,2
Ethiopia,2015,Texas,Houston,13
Ethiopia,2015,Utah,Salt Lake City,13
Ethiopia,2015,Utah,West Valley City,1
Ethiopia,2015,Virginia,Arlington,3
Ethiopia,2015,Virginia,Charlottesville,2
Ethiopia,2015,Virginia,Richmond,1
Ethiopia,2015,Virginia,Roanoke,1
Ethiopia,2015,Washington,Everett,1
Ethiopia,2015,Washington,Kent,3
Ethiopia,2015,Washington,Kirkland,1
Ethiopia,2015,Washington,Seatac,3
Ethiopia,2015,Washington,Seattle,18
Ethiopia,2015,West Virginia,Moorefield,2
Gambia,2015,Georgia,Stone Mountain,1
Gambia,2015,Nevada,Sparks,1
Gambia,2015,New York,New York,1
Georgia,2015,California,Walnut Creek,1
Georgia,2015,Ohio,Cleveland Heights,1
Georgia,2015,Washington,Vancouver,10
Guinea,2015,Georgia,Atlanta,1
Guinea,2015,Massachusetts,South Boston,1
India,2015,New York,Rochester,1
Indonesia,2015,Georgia,Clarkston,1
Indonesia,2015,Indiana,Indianapolis,2
Indonesia,2015,Michigan,Lansing,4
Indonesia,2015,Pennsylvania,Allentown,2
Iran,2015,Alabama,Mobile,5
Iran,2015,Arizona,Chandler,1
Iran,2015,Arizona,Glendale,9
Iran,2015,Arizona,Mesa,2
Iran,2015,Arizona,Phoenix,31
Iran,2015,Arizona,Scottsdale,1
Iran,2015,Arizona,Surprise,3
Iran,2015,Arizona,Tempe,4
Iran,2015,Arizona,Tucson,2
Iran,2015,California,Alhambra,9
Iran,2015,California,Anaheim,8
Iran,2015,California,Brea,3
Iran,2015,California,Burbank,43
Iran,2015,California,Camarillo,4
Iran,2015,California,Canoga Park,10
Iran,2015,California,Carmichael,7
Iran,2015,California,Chatsworth,1
Iran,2015,California,Citrus Heights,4
Iran,2015,California,Corona Del Mar,3
Iran,2015,California,Downey,1
Iran,2015,California,Encinitas,1
Iran,2015,California,Encino,6
Iran,2015,California,Escondido,2
Iran,2015,California,Fair Oaks,1
Iran,2015,California,Folsom,3
Iran,2015,California,Fort Irwin,1
Iran,2015,California,Garden Grove,4
Iran,2015,California,Glendale,988
Iran,2015,California,Granada Hills,4
Iran,2015,California,Irvine,15
Iran,2015,California,La Canada,1
Iran,2015,California,La Crescenta,14
Iran,2015,California,La Palma,3
Iran,2015,California,La Quinta,1
Iran,2015,California,Ladera Ranch,1
Iran,2015,California,Laguna Niguel,1
Iran,2015,California,Los Angeles,283
Iran,2015,California,Los Gatos,75
Iran,2015,California,Modesto,2
Iran,2015,California,Moreno Valley,2
Iran,2015,California,North Hollywood,2
Iran,2015,California,Northridge,9
Iran,2015,California,Oakland,18
Iran,2015,California,Orange County,3
Iran,2015,California,Palmdale,2
Iran,2015,California,Pasadena,4
Iran,2015,California,Placentia,1
Iran,2015,California,Pomona,2
Iran,2015,California,Porter Ranch,1
Iran,2015,California,Rancho Palos Verdes,5
Iran,2015,California,Rancho Santa Margarita,5
Iran,2015,California,Redlands,3
Iran,2015,California,Reseda,11
Iran,2015,California,Sacramento,47
Iran,2015,California,San Diego,52
Iran,2015,California,San Gabriel,1
Iran,2015,California,San Jose,27
Iran,2015,California,Santa Ana,1
Iran,2015,California,Santa Clarita,6
Iran,2015,California,Santa Monica,1
Iran,2015,California,Sherman Oaks,1
Iran,2015,California,Simi Valley,1
Iran,2015,California,Sun Valley,9
Iran,2015,California,Sunland,12
Iran,2015,California,Tarzana,15
Iran,2015,California,Torrance,5
Iran,2015,California,Tujunga,24
Iran,2015,California,Turlock,54
Iran,2015,California,Van Nuys,2
Iran,2015,California,Vista,2
Iran,2015,California,Walnut Creek,25
Iran,2015,California,West Hills,7
Iran,2015,California,Winnetka,5
Iran,2015,California,Woodland Hills,23
Iran,2015,Colorado,Aurora,2
Iran,2015,Colorado,Denver,11
Iran,2015,Connecticut,Branford,1
Iran,2015,Connecticut,Bristol,1
Iran,2015,Connecticut,New Haven,5
Iran,2015,District of Columbia,Washington,1
Iran,2015,Florida,Clearwater,4
Iran,2015,Florida,Cutler Bay,1
Iran,2015,Florida,Jacksonville,8
Iran,2015,Florida,Melbourne,2
Iran,2015,Florida,Miami,3
Iran,2015,Florida,Miromar Lakes,3
Iran,2015,Florida,Orange Park,2
Iran,2015,Florida,Orlando,3
Iran,2015,Florida,Palm Coast,3
Iran,2015,Florida,Tampa,1
Iran,2015,Florida,West Palm Beach,2
Iran,2015,Georgia,Alpharetta,3
Iran,2015,Georgia,Athens,2
Iran,2015,Georgia,Atlanta,35
Iran,2015,Georgia,Clarkston,4
Iran,2015,Georgia,Johns Creek,3
Iran,2015,Georgia,Lawrenceville,4
Iran,2015,Georgia,Marietta,6
Iran,2015,Georgia,Norcross,2
Iran,2015,Georgia,Roswell,1
Iran,2015,Georgia,Savannah,12
Iran,2015,Georgia,Stone Mountain,2
Iran,2015,Georgia,Suwanee,5
Iran,2015,Georgia,Woodstock,12
Iran,2015,Idaho,Boise,7
Iran,2015,Idaho,Twin Falls,24
Iran,2015,Illinois,Aurora,5
Iran,2015,Illinois,Batavia,10
Iran,2015,Illinois,Carol Stream,17
Iran,2015,Illinois,Chicago,35
Iran,2015,Illinois,Des Plaines,2
Iran,2015,Illinois,Glen Ellyn,3
Iran,2015,Illinois,Glenview,1
Iran,2015,Illinois,Hanover Park,5
Iran,2015,Illinois,Mahomet,2
Iran,2015,Illinois,Morton Grove,1
Iran,2015,Illinois,Niles,2
Iran,2015,Illinois,Rockford,4
Iran,2015,Illinois,Skokie,1
Iran,2015,Illinois,Warrenville,4
Iran,2015,Illinois,Wheaton,5
Iran,2015,Illinois,Willowbrook,1
Iran,2015,Illinois,Winfield,3
Iran,2015,Indiana,Indianapolis,1
Iran,2015,Kansas,Wichita,1
Iran,2015,Kentucky,Louisville,1
Iran,2015,Maine,Portland,1
Iran,2015,Maryland,Baltimore,12
Iran,2015,Maryland,Riverdale,3
Iran,2015,Maryland,Rockville,1
Iran,2015,Maryland,Rosedale,4
Iran,2015,Maryland,Silver Spring,23
Iran,2015,Massachusetts,Framingham,4
Iran,2015,Massachusetts,Shrewsbury,1
Iran,2015,Massachusetts,South Boston,2
Iran,2015,Massachusetts,West Springfield,3
Iran,2015,Michigan,Ann Arbor,5
Iran,2015,Michigan,Battle Creek,1
Iran,2015,Michigan,East Lansing,1
Iran,2015,Michigan,Grand Rapids,4
Iran,2015,Michigan,Troy,7
Iran,2015,Minnesota,Hopkins,3
Iran,2015,Minnesota,Minneapolis,2
Iran,2015,Missouri,Saint Louis,9
Iran,2015,Nebraska,Crete,1
Iran,2015,Nebraska,Lincoln,10
Iran,2015,Nebraska,Nebraska City,5
Iran,2015,Nevada,Las Vegas,76
Iran,2015,New Hampshire,Concord,1
Iran,2015,New Jersey,Jersey City,3
Iran,2015,New Jersey,New Brunswick,1
Iran,2015,New Mexico,Albuquerque,4
Iran,2015,New York,Albany,2
Iran,2015,New York,Buffalo,8
Iran,2015,New York,Mount Vernon,1
Iran,2015,New York,New York,7
Iran,2015,New York,Rochester,1
Iran,2015,New York,Syracuse,4
Iran,2015,North Carolina,Burlington,1
Iran,2015,North Carolina,Chapel Hill,1
Iran,2015,North Carolina,Charlotte,8
Iran,2015,North Carolina,Greensboro,2
Iran,2015,North Carolina,Morrisville,4
Iran,2015,North Carolina,Raleigh,4
Iran,2015,North Carolina,Winston-Salem,5
Iran,2015,North Dakota,Fargo,3
Iran,2015,Ohio,Cincinnati,4
Iran,2015,Ohio,Columbus,10
Iran,2015,Ohio,Cuyahoga Falls,2
Iran,2015,Oklahoma,Norman,1
Iran,2015,Oregon,Beaverton,2
Iran,2015,Oregon,Happy Valley,1
Iran,2015,Oregon,King City,2
Iran,2015,Oregon,Lake Oswego,3
Iran,2015,Oregon,Portland,20
Iran,2015,Pennsylvania,Erie,1
Iran,2015,Pennsylvania,Philadelphia,13
Iran,2015,Pennsylvania,Pittsburgh,1
Iran,2015,Pennsylvania,Scranton,2
Iran,2015,Pennsylvania,Taylor,1
Iran,2015,Pennsylvania,West Chester,2
Iran,2015,South Carolina,Columbia,5
Iran,2015,Tennessee,Antioch,1
Iran,2015,Tennessee,Chattanooga,3
Iran,2015,Tennessee,Murfreesboro,6
Iran,2015,Tennessee,Nashville,2
Iran,2015,Texas,Allen,2
Iran,2015,Texas,Alvin,3
Iran,2015,Texas,Amarillo,38
Iran,2015,Texas,Arlington,4
Iran,2015,Texas,Austin,20
Iran,2015,Texas,Boerne,2
Iran,2015,Texas,Cedar Park,1
Iran,2015,Texas,Dallas,93
Iran,2015,Texas,Fort Worth,5
Iran,2015,Texas,Houston,59
Iran,2015,Texas,Irving,2
Iran,2015,Texas,Katy,2
Iran,2015,Texas,Leander,1
Iran,2015,Texas,Plano,18
Iran,2015,Texas,Rockwall,2
Iran,2015,Texas,San Antonio,53
Iran,2015,Texas,Sugar Land,6
Iran,2015,Utah,Salt Lake City,11
Iran,2015,Utah,Saratoga Springs,1
Iran,2015,Virginia,Alexandria,2
Iran,2015,Virginia,Arlington,3
Iran,2015,Virginia,Charlottesville,4
Iran,2015,Virginia,Fairfax,1
Iran,2015,Virginia,Falls Church,52
Iran,2015,Virginia,Glen Allen,4
Iran,2015,Virginia,Great Falls,2
Iran,2015,Virginia,Hampton,2
Iran,2015,Virginia,Harrisonburg,1
Iran,2015,Virginia,Leesburg,2
Iran,2015,Virginia,Manassas,1
Iran,2015,Virginia,Mclean,2
Iran,2015,Virginia,Newport News,1
Iran,2015,Virginia,Richmond,4
Iran,2015,Virginia,Roanoke,5
Iran,2015,Virginia,Sterling,2
Iran,2015,Virginia,Vienna,2
Iran,2015,Washington,Bothell,3
Iran,2015,Washington,Kent,69
Iran,2015,Washington,Kirkland,3
Iran,2015,Washington,Lynnwood,1
Iran,2015,Washington,Newcastle,5
Iran,2015,Washington,Puyallup,2
Iran,2015,Washington,Redmond,6
Iran,2015,Washington,Seattle,69
Iran,2015,Washington,Steilacoom,2
Iran,2015,Washington,Vancouver,3
Iran,2015,Wisconsin,Oshkosh,1
Iraq,2015,Alabama,Mobile,16
Iraq,2015,Alaska,Anchorage,2
Iraq,2015,Arizona,Buckeye,1
Iraq,2015,Arizona,Chandler,6
Iraq,2015,Arizona,Glendale,177
Iraq,2015,Arizona,Mesa,11
Iraq,2015,Arizona,Phoenix,149
Iraq,2015,Arizona,Scottsdale,4
Iraq,2015,Arizona,Sierra Vista,5
Iraq,2015,Arizona,Tucson,89
Iraq,2015,California,Anaheim,30
Iraq,2015,California,Antelope,1
Iraq,2015,California,Antioch,3
Iraq,2015,California,Carmichael,20
Iraq,2015,California,Citrus Heights,1
Iraq,2015,California,Corona,1
Iraq,2015,California,Covina,7
Iraq,2015,California,Daly City,4
Iraq,2015,California,El Cajon,255
Iraq,2015,California,Escondido,4
Iraq,2015,California,Fountain Valley,5
Iraq,2015,California,Garden Grove,7
Iraq,2015,California,Glendale,43
Iraq,2015,California,Granada Hills,4
Iraq,2015,California,Granite Bay,3
Iraq,2015,California,Irvine,22
Iraq,2015,California,Jamul,6
Iraq,2015,California,La Mesa,5
Iraq,2015,California,La Palma,4
Iraq,2015,California,La Quinta,3
Iraq,2015,California,Lakeside,3
Iraq,2015,California,Los Angeles,34
Iraq,2015,California,Los Gatos,15
Iraq,2015,California,Marina,2
Iraq,2015,California,Mentone,1
Iraq,2015,California,Mission Viejo,1
Iraq,2015,California,Modesto,10
Iraq,2015,California,Moreno Valley,16
Iraq,2015,California,North Hollywood,1
Iraq,2015,California,Northridge,4
Iraq,2015,California,Oakland,35
Iraq,2015,California,Oceanside,2
Iraq,2015,California,Redlands,1
Iraq,2015,California,Riverbank,2
Iraq,2015,California,Riverside,5
Iraq,2015,California,Sacramento,184
Iraq,2015,California,Salinas,1
Iraq,2015,California,San Diego,557
Iraq,2015,California,San Francisco,1
Iraq,2015,California,San Gabriel,3
Iraq,2015,California,San Jose,20
Iraq,2015,California,Santa Ana,3
Iraq,2015,California,Santa Rosa,4
Iraq,2015,California,Santee,14
Iraq,2015,California,Spring Valley,5
Iraq,2015,California,Stanton,4
Iraq,2015,California,Torrance,1
Iraq,2015,California,Turlock,10
Iraq,2015,California,Walnut Creek,9
Iraq,2015,California,Whittier,1
Iraq,2015,Colorado,Aurora,21
Iraq,2015,Colorado,Colorado Springs,47
Iraq,2015,Colorado,Denver,176
Iraq,2015,Colorado,Greeley,5
Iraq,2015,Connecticut,Bridgeport,2
Iraq,2015,Connecticut,Hartford,22
Iraq,2015,Connecticut,New Haven,29
Iraq,2015,Connecticut,Wallingford,6
Iraq,2015,Connecticut,Waterbury,5
Iraq,2015,Connecticut,West Hartford,3
Iraq,2015,Florida,Clearwater,30
Iraq,2015,Florida,Daytona Beach,4
Iraq,2015,Florida,Delray Beach,4
Iraq,2015,Florida,Doral,5
Iraq,2015,Florida,Jacksonville,67
Iraq,2015,Florida,Kissimmee,6
Iraq,2015,Florida,Lake Worth,6
Iraq,2015,Florida,Lauderdale Lakes,14
Iraq,2015,Florida,Melbourne,4
Iraq,2015,Florida,Orlando,36
Iraq,2015,Florida,Tampa,36
Iraq,2015,Florida,Temple Terrace,2
Iraq,2015,Florida,West Palm Beach,4
Iraq,2015,Florida,Winter Park,1
Iraq,2015,Georgia,Alpharetta,1
Iraq,2015,Georgia,Atlanta,100
Iraq,2015,Georgia,Clarkston,29
Iraq,2015,Georgia,Decatur,5
Iraq,2015,Georgia,Lawrenceville,5
Iraq,2015,Georgia,Lilburn,6
Iraq,2015,Georgia,Roswell,6
Iraq,2015,Georgia,Savannah,11
Iraq,2015,Georgia,Stone Mountain,15
Iraq,2015,Georgia,Woodstock,1
Iraq,2015,Idaho,Boise,71
Iraq,2015,Idaho,Meridian,6
Iraq,2015,Idaho,Twin Falls,18
Iraq,2015,Illinois,Aurora,23
Iraq,2015,Illinois,Carol Stream,18
Iraq,2015,Illinois,Chicago,225
Iraq,2015,Illinois,Des Plaines,7
Iraq,2015,Illinois,Elk Grove Village,2
Iraq,2015,Illinois,Forest Park,1
Iraq,2015,Illinois,Glen Ellyn,7
Iraq,2015,Illinois,Lincolnshire,2
Iraq,2015,Illinois,Lincolnwood,4
Iraq,2015,Illinois,Moline,1
Iraq,2015,Illinois,Montgomery,4
Iraq,2015,Illinois,Morton Grove,6
Iraq,2015,Illinois,Mount Prospect,4
Iraq,2015,Illinois,Mundelein,4
Iraq,2015,Illinois,Niles,6
Iraq,2015,Illinois,Norridge,3
Iraq,2015,Illinois,Palatine,4
Iraq,2015,Illinois,Palos Heights,2
Iraq,2015,Illinois,Polo,4
Iraq,2015,Illinois,Rock Island,16
Iraq,2015,Illinois,Rockford,48
Iraq,2015,Illinois,Skokie,52
Iraq,2015,Illinois,Waukegan,1
Iraq,2015,Illinois,West Chicago,1
Iraq,2015,Illinois,Wheaton,17
Iraq,2015,Illinois,Winfield,8
Iraq,2015,Illinois,Winnetka,3
Iraq,2015,Illinois,Wood Dale,8
Iraq,2015,Indiana,Avon,1
Iraq,2015,Indiana,Fort Wayne,4
Iraq,2015,Indiana,Indianapolis,18
Iraq,2015,Indiana,Mishawaka,11
Iraq,2015,Iowa,Clinton,4
Iraq,2015,Iowa,Des Moines,28
Iraq,2015,Iowa,Grimes,3
Iraq,2015,Iowa,West Des Moines,2
Iraq,2015,Kansas,Kansas City,12
Iraq,2015,Kansas,Lawrence,6
Iraq,2015,Kansas,Overland Park,9
Iraq,2015,Kansas,Shawnee,2
Iraq,2015,Kansas,Topeka,1
Iraq,2015,Kansas,Wichita,19
Iraq,2015,Kentucky,Bowling Green,23
Iraq,2015,Kentucky,Lexington,41
Iraq,2015,Kentucky,Louisville,150
Iraq,2015,Louisiana,Baton Rouge,12
Iraq,2015,Louisiana,Metairie,8
Iraq,2015,Louisiana,New Orleans,5
Iraq,2015,Maine,Augusta,18
Iraq,2015,Maine,Biddeford,23
Iraq,2015,Maine,Lewiston,17
Iraq,2015,Maine,Portland,58
Iraq,2015,Maine,South Portland,22
Iraq,2015,Maine,Westbrook,40
Iraq,2015,Maryland,Baltimore,34
Iraq,2015,Maryland,Bethesda,2
Iraq,2015,Maryland,Ellicott City,1
Iraq,2015,Maryland,Essex,1
Iraq,2015,Maryland,Glen Burnie,1
Iraq,2015,Maryland,Parkville,9
Iraq,2015,Maryland,Riverdale,9
Iraq,2015,Maryland,Silver Spring,86
Iraq,2015,Massachusetts,Acton,4
Iraq,2015,Massachusetts,Beverly,1
Iraq,2015,Massachusetts,Boston,37
Iraq,2015,Massachusetts,East Walpole,1
Iraq,2015,Massachusetts,Everett,9
Iraq,2015,Massachusetts,Groton,5
Iraq,2015,Massachusetts,Lowell,30
Iraq,2015,Massachusetts,Lynn,9
Iraq,2015,Massachusetts,Middleton,1
Iraq,2015,Massachusetts,Natick,2
Iraq,2015,Massachusetts,Quincy,8
Iraq,2015,Massachusetts,Salem,4
Iraq,2015,Massachusetts,South Boston,9
Iraq,2015,Massachusetts,Springfield,44
Iraq,2015,Massachusetts,West Springfield,57
Iraq,2015,Massachusetts,Westfield,7
Iraq,2015,Massachusetts,Worcester,127
Iraq,2015,Michigan,Ann Arbor,39
Iraq,2015,Michigan,Beverly Hills,3
Iraq,2015,Michigan,Charter Twp Of Clinton,5
Iraq,2015,Michigan,Chesterfield,1
Iraq,2015,Michigan,Clinton Township,21
Iraq,2015,Michigan,Commerce Township,5
Iraq,2015,Michigan,Dearborn,97
Iraq,2015,Michigan,Dearborn Heights,25
Iraq,2015,Michigan,Detroit,30
Iraq,2015,Michigan,East Lansing,3
Iraq,2015,Michigan,Farmington,8
Iraq,2015,Michigan,Farmington Hills,17
Iraq,2015,Michigan,Grand Rapids,30
Iraq,2015,Michigan,Haslett,4
Iraq,2015,Michigan,Hazel Park,1
Iraq,2015,Michigan,Highland Park,4
Iraq,2015,Michigan,Inkster,7
Iraq,2015,Michigan,Kentwood,6
Iraq,2015,Michigan,Lansing,60
Iraq,2015,Michigan,Livonia,4
Iraq,2015,Michigan,Macomb,2
Iraq,2015,Michigan,Madison Heights,34
Iraq,2015,Michigan,New Haven,4
Iraq,2015,Michigan,Oak Park,5
Iraq,2015,Michigan,Rochester,1
Iraq,2015,Michigan,Rochester Hills,2
Iraq,2015,Michigan,Saint Clair Shores,3
Iraq,2015,Michigan,Shelby Charter Township,26
Iraq,2015,Michigan,Shelby Township,10
Iraq,2015,Michigan,Sterling Heights,181
Iraq,2015,Michigan,Troy,394
Iraq,2015,Michigan,Walled Lake,2
Iraq,2015,Michigan,Warren,103
Iraq,2015,Michigan,Waterford Charter Township,3
Iraq,2015,Michigan,Waterford Township,1
Iraq,2015,Michigan,West Bloomfield,9
Iraq,2015,Michigan,West Bloomfield Township,5
Iraq,2015,Michigan,West Warren,1
Iraq,2015,Michigan,Westland,6
Iraq,2015,Minnesota,Burnsville,8
Iraq,2015,Minnesota,Coon Rapids,14
Iraq,2015,Minnesota,Fridley,6
Iraq,2015,Minnesota,Mahtomedi,2
Iraq,2015,Minnesota,Mankato,4
Iraq,2015,Minnesota,Minneapolis,20
Iraq,2015,Minnesota,Rochester,26
Iraq,2015,Minnesota,Saint Cloud,1
Iraq,2015,Minnesota,Saint Paul,6
Iraq,2015,Missouri,Arnold,12
Iraq,2015,Missouri,Ballwin,4
Iraq,2015,Missouri,Columbia,20
Iraq,2015,Missouri,Fenton,13
Iraq,2015,Missouri,Ferguson,8
Iraq,2015,Missouri,Florissant,1
Iraq,2015,Missouri,Gladstone,1
Iraq,2015,Missouri,Kansas City,60
Iraq,2015,Missouri,Ozark,1
Iraq,2015,Missouri,Saint Louis,64
Iraq,2015,Missouri,Springfield,3
Iraq,2015,Nebraska,Lincoln,176
Iraq,2015,Nebraska,Omaha,7
Iraq,2015,Nevada,Las Vegas,32
Iraq,2015,Nevada,North Las Vegas,1
Iraq,2015,New Hampshire,Concord,8
Iraq,2015,New Hampshire,Goffstown,1
Iraq,2015,New Hampshire,Manchester,37
Iraq,2015,New Hampshire,Nashua,15
Iraq,2015,New Jersey,Bayonne,1
Iraq,2015,New Jersey,Camden,6
Iraq,2015,New Jersey,Elizabeth,34
Iraq,2015,New Jersey,Garfield,4
Iraq,2015,New Jersey,Maple Shade,2
Iraq,2015,New Jersey,Morristown,1
Iraq,2015,New Jersey,Palmyra,6
Iraq,2015,New Jersey,Robbinsville,2
Iraq,2015,New Jersey,Wayne,2
Iraq,2015,New Mexico,Albuquerque,33
Iraq,2015,New Mexico,Clovis,4
Iraq,2015,New York,Albany,35
Iraq,2015,New York,Amherst,1
Iraq,2015,New York,Baldwinsville,4
Iraq,2015,New York,Binghamton,8
Iraq,2015,New York,Brooklyn,10
Iraq,2015,New York,Buffalo,111
Iraq,2015,New York,East Rochester,5
Iraq,2015,New York,Fairport,6
Iraq,2015,New York,Henrietta,7
Iraq,2015,New York,Ithaca,2
Iraq,2015,New York,Johnson City,6
Iraq,2015,New York,Mineola,4
Iraq,2015,New York,New Paltz,11
Iraq,2015,New York,New York,14
Iraq,2015,New York,Rochester,32
Iraq,2015,New York,Solvay,1
Iraq,2015,New York,Syracuse,55
Iraq,2015,New York,Utica,12
Iraq,2015,New York,Vestal,6
Iraq,2015,New York,Watertown,8
Iraq,2015,North Carolina,Burlington,6
Iraq,2015,North Carolina,Chapel Hill,3
Iraq,2015,North Carolina,Charlotte,13
Iraq,2015,North Carolina,Durham,26
Iraq,2015,North Carolina,Fayetteville,3
Iraq,2015,North Carolina,Garner,2
Iraq,2015,North Carolina,Greensboro,25
Iraq,2015,North Carolina,High Point,17
Iraq,2015,North Carolina,Hope Mills,1
Iraq,2015,North Carolina,Jamestown,1
Iraq,2015,North Carolina,Raleigh,70
Iraq,2015,North Carolina,Winston-Salem,2
Iraq,2015,North Dakota,Bismarck,17
Iraq,2015,North Dakota,Fargo,94
Iraq,2015,Ohio,Akron,12
Iraq,2015,Ohio,Barberton,5
Iraq,2015,Ohio,Beavercreek,8
Iraq,2015,Ohio,Broadview Heights,3
Iraq,2015,Ohio,Brooklyn,1
Iraq,2015,Ohio,Canton,5
Iraq,2015,Ohio,Cincinnati,5
Iraq,2015,Ohio,Cleveland,41
Iraq,2015,Ohio,Cleveland Heights,41
Iraq,2015,Ohio,Columbus,130
Iraq,2015,Ohio,Dayton,6
Iraq,2015,Ohio,Dublin,3
Iraq,2015,Ohio,Galloway,3
Iraq,2015,Ohio,Hilliard,6
Iraq,2015,Ohio,Huber Heights,4
Iraq,2015,Ohio,Lakewood,16
Iraq,2015,Ohio,Liberty Township,4
Iraq,2015,Ohio,North Olmsted,4
Iraq,2015,Ohio,Olmsted Falls,1
Iraq,2015,Ohio,Perrysburg,1
Iraq,2015,Ohio,Stow,9
